종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"032540","TJ미디어","KOSDAQ","우량기업부","4890","-10","-0.20","5080","5100","4755","4331","21223580","68125568010","13931609"
"022220","TKG애강","KOSDAQ","우량기업부","914","12","1.33","920","923","904","105224","95999196","47340245206","51794579"
"069260","TKG휴켐스","KOSPI",,"18320","140","0.77","18360","18430","18110","35141","641991520","748895732160","40878588"
"007980","TP","KOSPI",,"1334","27","2.07","1307","1334","1280","196508","256449581","68267623420","51175130"
"048770","TPC","KOSDAQ","벤처기업부","2050","-45","-2.15","2075","2110","2020","20522","42409165","32180881550","15697991"
"246690","TS인베스트먼트","KOSDAQ","중견기업부","864","-25","-2.81","876","879","825","376203","318271273","35836872768","41477862"
"317240","TS트릴리온","KOSDAQ","관리종목(소속부없음)","279","0","0.00","0","0","0","0","0","29920217238","107240922"
"002900","TYM","KOSPI",,"4825","575","13.53","4125","5400","4060","34509089","166198813230","217370862700","45050956"
"024070","WISCOM","KOSPI",,"2075","-5","-0.24","2080","2100","2035","8606","17755815","31802358850","15326438"
"057030","YBM넷","KOSDAQ","중견기업부","3540","115","3.36","3425","3560","3350","86066","296912110","57746947380","16312697"
"037270","YG PLUS","KOSPI",,"4030","55","1.38","3950","4175","3900","2383277","9589900755","255620522300","63429410"
"040300","YTN","KOSDAQ","우량기업부","3045","50","1.67","2960","3065","2910","93128","281240805","127890000000","42000000"
"051390","YW","KOSDAQ","벤처기업부","3685","-5","-0.14","3750","3785","3650","9845","36470115","41844531080","11355368"
"052220","iMBC","KOSDAQ","중견기업부","2330","10","0.43","2300","2330","2240","102512","233933670","53590000000","23000000"
"079940","가비아","KOSDAQ","우량기업부","14460","980","7.27","13440","14600","13260","50079","710738140","195725990640","13535684"
"078890","가온그룹","KOSDAQ","중견기업부","3160","-5","-0.16","3035","3295","3020","80192","248454770","55016096120","17410157"
"000500","가온전선","KOSPI",,"34500","-1250","-3.50","34750","35500","33500","84775","2897193400","340114075500","9858379"
"399720","가온칩스","KOSDAQ","벤처기업부","34350","1200","3.62","32700","35050","32700","90232","3074016250","394623792000","11488320"
"296520","가이아코퍼레이션","KONEX","일반기업부","778","0","0.00","0","0","0","0","0","3630932224","4667008"
"036620","감성코퍼레이션","KOSDAQ","우량기업부","2960","10","0.34","2955","3000","2870","401770","1184548385","270793634560","91484336"
"000860","강남제비스코","KOSPI",,"24300","-400","-1.62","24650","24700","23550","13819","331628350","157950000000","6500000"
"198440","강동씨앤엘","KOSDAQ","중견기업부","1470","145","10.94","1325","1531","1308","749129","1082357050","89569887120","60931896"
"217730","강스템바이오텍","KOSDAQ","기술성장기업부","2040","-95","-4.45","2120","2185","2030","766967","1593438655","114350463960","56054149"
"035250","강원랜드","KOSPI",,"17110","240","1.42","16830","17140","16780","627847","10710193010","3660521955000","213940500"
"114190","강원에너지","KOSDAQ","우량기업부","10100","-550","-5.16","10160","10600","9700","216095","2158358380","263842683800","26123038"
"094480","갤럭시아머니트리","KOSDAQ","중견기업부","8150","60","0.74","7840","8340","7760","1204273","9675833860","319723179700","39229838"
"011420","갤럭시아에스엠","KOSPI",,"2025","40","2.02","1940","2035","1905","379126","745865105","55788029100","27549644"
"039240","경남스틸","KOSDAQ","우량기업부","2770","20","0.73","2755","2790","2710","129602","357041545","74733503080","26979604"
"053950","경남제약","KOSDAQ","중견기업부","840","63","8.11","755","955","751","9009536","8019744133","59298457680","70593402"
"002100","경농","KOSPI",,"8990","150","1.70","8840","9000","8730","41620","368785380","175507949250","19522575"
"009450","경동나비엔","KOSPI",,"90500","-500","-0.55","89500","94300","88300","169788","15683004600","1318457576000","14568592"
"267290","경동도시가스","KOSPI",,"18260","170","0.94","17830","18300","17830","7216","130609730","107650113560","5895406"
"012320","경동인베스트","KOSPI",,"69500","1000","1.46","68500","69500","66000","9281","625388200","164369098500","2365023"
"011040","경동제약","KOSDAQ","중견기업부","6040","50","0.83","6030","6080","5930","19472","117228190","185843346640","30768766"
"000050","경방","KOSPI",,"6150","230","3.89","6050","6250","5940","2557","15505690","168603910500","27415270"
"214390","경보제약","KOSPI",,"7440","0","0.00","0","0","0","0","0","177867038400","23906860"
"012610","경인양행","KOSPI",,"2715","50","1.88","2640","2715","2560","341312","890087325","112988430975","41616365"
"009140","경인전자","KOSPI",,"20750","650","3.23","20100","20750","19640","21303","429126910","32594037750","1570797"
"024910","경창산업","KOSDAQ","우량기업부","1977","14","0.71","1953","1988","1915","126122","244478746","70814172885","35819005"
"013580","계룡건설","KOSPI",,"12770","180","1.43","12520","12990","12510","54731","698636560","114047682390","8930907"
"012200","계양전기","KOSPI",,"1469","33","2.30","1434","1496","1413","49437","71220068","39990335801","27222829"
"012205","계양전기우","KOSPI",,"3245","-65","-1.96","3350","3350","3075","434","1398245","3793661355","1169079"
"002140","고려산업","KOSPI",,"2695","110","4.26","2600","2725","2540","301768","794002635","67211750375","24939425"
"049720","고려신용정보","KOSDAQ","우량기업부","9800","130","1.34","9670","9810","9510","51137","495345600","140140000000","14300000"
"010130","고려아연","KOSPI",,"1033000","8000","0.78","1035000","1053000","999000","35889","36654256000","21386491339000","20703283"
"002240","고려제강","KOSPI",,"18690","-200","-1.06","18890","18910","18510","17997","335969210","467250000000","25000000"
"014570","고려제약","KOSDAQ","우량기업부","4560","-50","-1.08","4560","4725","4440","18623","84118155","50160000000","11000000"
"348150","고바이오랩","KOSDAQ","기술성장기업부","5610","100","1.81","5430","5680","5350","75801","415472940","108687298500","19373850"
